"sentiment","hate_speech","language","content"
"neu","none","english","@Charlie :) I can only get store bought enclosures that are already on the market and from my own allowance money, so I’ve decided on the living world green eco in the large size which provides a little more than 1400 square inches. Do you think that’s okay for a campbell’s dwarf or can you give me some other suggestions..?"
"neu","none","english","Hrng, tasty"
"neu","none","english","MN5F4-BBGWF-?????"
"pos","none","german","so isses XD"
"pos","none","english","+Rodgers86 thx mate :-)"
"neg","hate","german","Hahaha...Die Amis könnens nicht vergessen...volles Trauma. Und was tut ihr der Welt an ihr Penner!"
"neg","off","german","@Ultras_Colonia_DO_09 doch es ist asozial"
"pos","none","german","Freut mich! :) Der Gutmensch Marc"
"pos","none","english","I love how you do this without being a slutty pirate :) Great costume!
The lady gaga one is funny! It seems to  be a popular choice of costume this year :)
And pocahontas, well thats a classic! Really cute!
The snow white one was cute but it wasnt as personalized as the other ones ;)

I'm going as a soldier this year!"
"neg","none","german","Die Aussage des genialen jüdischen \"King of Vaccines\" Dr. Stanley Plotkin \"Ja, wir verwenden abgetriebene Föten für die Herstellung von Impfstoffen!\" im Zusammenhang mit der Coronaimpfung zu verwenden, ist reiner Antisemitismus. In Wahrheit ist die Genforschung hier auf dem allerneuesten Stand und wird uns helfen Corona zu besiegen! Deshalb:
*Setze auch du ein Zeichen gegen Nazis, Antisemitismus und Verschwörungstheorien und lasse dich so schnell wie möglich impfen!*"
"pos","none","german","Yo Fynn! Danke, dass du mir die Chance gibst, ein Album von dir zu kaufen, nachdem ich erst auf dich gestoßen bin als Nie nicht mehr käuflich war. Nie läuft seither Tag ein Tag aus hoch und runter und ist so viel mehr als nur ein Album! Zum neuen Track: Heftiges Video (wie eigentlich jedes Video von dir) und der Track an sich spannt ein so bisschen auf die Folter, was da noch kommt! So in 1 Minute. Feier ich definitiv sehr! Danke dir dafür!"
"pos","none","german","Ahahaha Peter Pan Syndrom triffts ins Schwarze😂🧚‍♂️ Danke dir für die lieben Worte!❤🔥"
"pos","none","english","I never knew much about trading. Milton&#39;s expertise made all the difference, trad e smart people."
"pos","none","german","Coole Videos ich habe ein Abbo und Liike gegeben hat mich sehr gut unterhalten ich finde Youtuber sollen zusammenhalten ^^

Bevor du jetzt denkst es wäre Kanalwerbung muss ich es verneinen, du kannst bei meinem Kanal vorbeischauen wenn er dich Neugierig gemacht hat musst aber nicht :D"
"neg","off","german","Ironie oder idiot"
"neu","none","german","Hallo abaok ich kuke dein widios"
"pos","none","german","@Heidi Dymek <br>Schau dir das an. Es wird dir gut tun. Versprochen. Und genieße die Zeit mit deiner Familie. 😎<br><br><a href=\"https://youtu.be/D99bDdgkh2U\">https://youtu.be/D99bDdgkh2U</a>"
"neg","off","german","Deutch arschloch"
"neg","none","emoticon","😢😢😢😢"
"neu","none","german","Video-Qualität laut YouTube nur 1800P und nur 30 Bilder pro Sekunde.
Proportionen werden korrekt dargestellt, ohne schwarze Balken.
Bild-Qualität ist schlecht."
"neg","hate","english","gay as fuck"
"neg","none","english","Sounds pretty ugly, not sure its the reed or the player haha, viele Grüßen"
"pos","none","german","3:27 .. das is einfach Kunst! Bestellt!"
"pos","none","english","I've been searching for something like this for so long!
Keep up the good work, guys."
"neu","none","german","...Alles was sie sagen wird vor Gericht gegen sie verwendet sie haben das Recht auf einen Anwalt wenn sie sich keinen leisten können wird ihnen ein anwalt vom gericht gestellt sie haben das recht zu schweigen haben sie das verstanden?...Sie werden wegen einem oder mehreren Haftbefehlen festgenommen...(Verbrecher fragt nach grund):wieso
Polizist antwortet:wegen z.b. Mord;Raub;Raubmord 
Terroristen gefahr;
Schwerer; Diebstahl;Öffentlichens Ergebnis;Körperverletzung USW bitte ABCcrafter sagen danke"
"pos","none","german","Great playing man. Guitarists like you should be viral instead of these bimbos who play smoke on the water and get 500k likes."
"neu","off","german","Das \"Nutte\" kommt fast so geil wie bei Bushido 😂🙌"
"neu","none","german","BÖZEMANN kommt!! 🦅"
"neg","off","german","Kann es sein das du dumm bist 0:21"
"pos","none","german","Wie heißt die map ?"
"neg","off","german","fettsack"
"pos","none","german","Liebe Elli und Chris, Euch auch ein wunderbares und spielreiches Jahr 2019. 
Danke für diesen ersten 2019er Überblick. Eine Anmerkung: Mein Gott, ist Brutus hässlich :-D. Das lass ich nun wirklich liegen."
"neg","none","german","Hat noch jemand das Problem, dass beim \"Groundwar\" bzw. Bodenkrieg-Modus seit dem letzten Update ein Grafikfehler auftritt? Wenn man auf Gegner schießt, erscheinen schwarze Vierecke um den Gegner herum, die von der Stelle aus, wo man den Spieler trifft nach außen pulsieren... Ganz schön nervig die Sache und sieht nicht toll aus. ps: ich spiele auf Xbox One S"
"pos","none","german","@Agrar Nordsachsen Macht mal bitte schwarze erde(kompost) fahren wär extrem geil"
"neu","none","german","@Bastel Remo ja genau. <br>Was wird es Kosten"
"neu","none","german","Sicher sagen kann ich es nicht mehr, aber ich würde sagen, auf jeden Fall weniger als 10 Minuten pro Seite, eher 3-5 Minuten."
"neu","none","german","Reifen Service"
"neu","none","german","Die schwarze Flagge war nicht einfach wieder weg, sondern wir mussten an die Box kommen und unseren Strafstopp absitzen."
"pos","none","english","you made this on my birthday :)"
"neu","none","german","Evolution<br><br>Australopithecus<br>Eyyyy!<br><br>Homo habilis<br>Eyyyy Schiriiii!<br><br>Homo erectus<br>Eyyy Schiriii! Bist du Blind ?!<br><br>Homo neanderthalensis<br>Eyyy Schiriii! Bist du Blind?! Oder was?!<br><br>
<br>Homo sapien sapien<br>Eyyy Schiriii! Bist du Blind?! Oder was?! Das muss Rot geben!"
"neu","none","german","@Geiserich die NWO sind die Freimaurer und Rothschilds, der Kaiser erkannte den Untergang schon bereits vorher und warnte vor den Geheimorganisationen!!!"
"neu","none","german","Was für eine Anlage hast du denn auf der R6? Für mich fährst du eher in der Mitte als ganz links. Der Typ war bei uns letzte mal eigentlich sehr kulant, erst wenn man mehrmals zu laut war, hat man die schwarze Flagge gesehen"
"neu","none","english","@Rodrigo J. Gramajo Avila South America or India are a lot of closer. North Korea doesn&#39;t have tech on permanent racoon mode,but South America are corporate dumpster with mafia control."
"neg","off","german","Selbst so jemand ist immernoch einhunderprozent im Griff seiner Bundesrepublik. Man kann nichtmal obdachloser crackjunky sein in Deutschland, ohne dass der Staat an dir dranklebt."
"neg","none","german","Gerhard B.<br>Genau. Verurteilte Verbrecher sind ja dafür bekannt, sich um das Allgemeinwohl, der Bevörkerung zu sorgen und zu kümmern."
"pos","none","english","Nice!"
"neu","none","german","@Lawrencolino hehe"
"neg","none","english","4:14 Kontiuniti Fehler also... your english is not se yellow from se egg...."
"neg","none","german","Auch nach nem halben Jahr sind lila und dieses grün noch immer maximal hässlich. Wir kann man nur die beide verdammt geilen Farben der Vorgängermodelle so verhunzen?"
"neg","hate","german","Der song ist overused. 
Die screenpumps sind nicht die Besten, und ohne Velocity schaut das Gay aus. 
Zu dem ist die magicbulletlooks nicht grade on fleek, und etwas zu dunkel. 
Man hätte das Ganze in 59,95fps rendern müssen, damit es ein wenig besser wäre. 
Ein Motionblur wäre auch Toll gewesen."
"neu","none","german","baut endlich mal wahlweise  schwarze oder reinweiße Boxen und nicht zu helle weisse Leds vergessen"
"neu","none","german","Auf meiner Nichtraucher App steht das ich mir die letzte Zigarette vor 11﻿ Monaten 20 Tagen und 1 Stunde angesteckt habe .
Foto auf Flickr"
"pos","none","german","Zu kurz, schade. Aber klasse, daß er dort war .-)"
"pos","none","german","+Uwe Volk Vielen Dank, Uwe!<br><br><br>VG Lars"
"pos","none","german","bekomme ich bitte ein herzchen?"
"neu","none","english","Whats her name?"
"neg","hate","english","You gay"
"neu","none","german","Hi Kris. KTM wundert mich auch, dass die nicht vorne dabei sind. Alleine in meinem Umfeld sind die Ausfälle jeglicher Art schon sehr häufig. Was es dann auch bei KTM alles kostet ist schon saftig."
"pos","none","german","Oh Brandon 😂🤘🏼"
"pos","none","german","Gutes Video 👍"
"pos","none","english","🍒Judgment that is not physically, mentally, and  spiritually beneficial is useless therefore has no true value. Without judgment progress cannot be made. For no one can express or receive love or any other desired emotion in its entirety if the don't know themselves. We are all not created equal however we all have a equal obligation to living up to the pleasure, potential, and responsibility of femininity and masculinity. So do your best to become physically fit, mentally sound, and spiritually balanced being able to express physical freedom. Which can be accomplished through clean air, water, fitness, and high sources of nutrition organic and non-genetically modified would be best.  Plus formal education or real hands-on experience.     When one learns the body's capabilities and limitations by fully engaging with all their  senses to their extreme limits in the most efficient way that is humanly possible. The subconscious then begins to naturally subconsciously systematically coincide with the mind-body souls  spirit mother Earth and all the various different forms of life that live within this world and the most efficient way that is humanly possible.  Thus yielding
the best spiritual kickback for one's efforts accomplishments experiences.    You might want to take these points to heart 



            Considering the simple logic if life is not free, why the hell would death be any cheaper? It's not the question the common, basic, average, normal man or woman may be able to wonder is what is the spiritual cost to one's own soul and spirit for freely living dying off having only used the smallest percentage of a fraction of the true potential they are first born with.   Not to add insult to injury for the last hundred and 50 years or so the mass majority of the population has been living and dying yielding the worst spiritual kickback that has ever been manifested since the beginning of life only getting worse. And that has nothing to do with everybodys so-called charming personality and everything to do with the standards of quality pertaining to our air, water, foods, landscapes, working/living environment, every day home products, habitats, and ecosystems. Which is ignorant beyond retarded (no offense to any disabled people.) When you consider for the last 490 years Give or take we have had the manpower woman influence or vice versa   to have created clean high paying jobs from coast-to-coast globally that would improve upon and maintain the quality of our life in such a manner.   



            That the mass majority of the population from coast-to-coast globally would naturally, gradually, and systematically start becoming stronger, smarter, healthier, happier, better off physically, mentally, and financially possibly spiritually then the previous generation.   Now I would like to resurrect the wish and prayer I made prior to my 8th birthday which was to be held spiritually accountable to the statements I proclaim to the way I'm living personally and professionally. I guarantee you never see or hear another body, man or woman in power, persons of legal, religious authority, or leaders ever freely validate the statements they proclaim with that level of certainty one reason they don't have the best interest of the majority of the population's needs at heart a another reason could be they cum   from a bloodline of cowards or simply have a lifestyle that suggests, confirms, and validates them as being feebleminded physically inadequate submissive subservient which it doesn't get any worse than that. One is genetically inherited and the other is a simple generic learned behavior. Quite possible to be a combination of these worst-case scenarios nonetheless either way it is physically, mentally, and spiritually useless to freely live and die in such a low quality manner.



           Especially if that ignorant stupidity, weak, lonely desperation  stems from being soft, lazy, out of shape, over fed, undernourished, overworked, and underpaid with a dirty low-paying job that comes from outdated power sources, inferior materials, poisonous, toxic substances, pesticides, and chemicals that never change their killing composition. Which means simpletons whether it is a solid, liquid, or burnt off into our airways atmosphere as a vapor it is always going to be poisonous, debilitating, and deadly to the body at the same time polluting, corrupting, and devastating to mother Earth and all the various different forms of life that live within this world. There is no cash profit to be made in the demise of the planet. Thanks to those dirty low-paying jobs we are in the mist of environmental financial global collapse.  The good news souls and spirits have paid out are picking up the tab on the end results of those dirty low-paying jobs.   The even better news that the common, basic, average, normal man woman may be able to comprehend his souls and spirits have been are being managed, directed, maintained, and implemented with all the disease, sickness, illness, pain, suffering, injury, abuse, neglect, hunger, addiction, sadness, anger, and hyper- aggressive violence. That has been allowed to occur manifesting throughout the history of mankind into what it is today thanks to people like Donald Trump who have the false belief if the mass majority of the population is at their worst they will feel   less afraid inferior to the true potentials of love, honor, and the creation of life.   Here's the deal you're either part of the world solutions or exacerbating the planets problems there is no safe in between. Either way no matter how you look at it each and every moment of every life has been spiritually accounted for. S.R.F."
"neu","none","german","Kk"
"pos","none","german","Mit ihrem ironischen Lied hat ihr ins Schwarze getroffen👏👏👏Musik, Text und der Auftritt sond genial👍Wird Fleißig weitergeleitet😅"
"neu","none","german","Dauert noch warscheinlich auch eher in Cold war"
"neg","none","german","Boah was ein schwitzer"
"pos","none","english","Gypsy Moonbaby thanks for this comment. <br>You are right, in many ways we depend on other species without even knowing. I personally think the eco system would work better without us humans. But as we are here and are the dominant species we should try our best to preserve our nature and the habitat of all other animals."
"neg","none","english","Yes, 2020 was the first year I didn’t have any shows at all. It was really strange and it was disappointing because one of them would have been a solo show. I was just lucky I didn’t produce any of the prints yet or I would have lost quite a bit of money. In general I was quite lucky with that in mind, I have musician friends who lost several tens of thousand in a week because their whole tour fell through. And it affects them even now because the royalties from the shows is money that is missing this year too. All while selling records and merch became even more complicated because of international shipping rates. In general the creative industries were hit really hard and we didn’t get much support. It was better in some countries than in others, but here it was definitely ridiculous. <br><br>I’m lucky that I have such a supportive audience and that people care enough to help out when things get really tough. It might not be able to change my situation to one where I’m less at risk, but at least this support allows me to continue what I do as best as I can given the difficult circumstances! That’s already quite a lot and I’m very grateful for it! And it’s also the reason why I keep making videos, because it confirms that there are people out there who care! Turns out my husband was right: The people who disagree with me on these issues are not in the majority or this video would have a very different likes to dislikes ratio and a lot more anti lockdown comments! I knew there would be some people who disagree and they all have their own reasons. I know that certain people are terrified of being alone or locked in because of previous trauma. Some are very prone to depression if they aren’t continually surrounded by people. And with a government as uncaring as for example the one in the US they are terrified that they are going to end up homeless because they live in a society that is broken beyond repair. In civilised countries this wouldn’t even cross their minds because their healthcare would be covered, the government would offer them housing for free in times of need and they’d even get free food delivered to their door by the government when in quarantine. These are all things communist countries did during this crisis, but certain people have lived in a cut throat capitalist dystopia where they have to GoFundMe their healthcare for such a long time that they don’t even want to believe that a different way of life is possible.<br><br>I grew up in a socialist country. Even though not everything was good I never had to go hungry, I always had a roof over my head - it wasn’t always a good roof, but it was a roof that I was guaranteed to have - my education was free, my healthcare was free and I had a right to a job when I grew up. And my parents could send a 6 year old child alone on public transport through half the city without worrying that anything would happen to me. And then capitalism came and my world turned into a hellhole because suddenly the whole neighbourhood was unemployed, which lead to violence and despair. And then 25% of the population left turning one of the major cities in the region into a ghost town. My project Progress through Demolition is about that. No, before the wall came down I couldn’t have bananas whenever I wanted them. But at least I never had to worry that I might end up on the street without healthcare or food in the middle of a pandemic or that my government would let me die for profit. <br><br>I just don’t think people in the US get what socialism is about because they’ve been told so many lies about it. Socialism is about caring for your population enough for them never to go hungry or without a roof or without access to education. And it’s about not allowing a situation to happen where part of the population is sacrificed for profit. Of course nobody in power in the US wants people to know that socialism is all about that, because US citizens might actually demand something like that for themselves!"
